Status_Data,Claim_Data,Price_Rating,Transaction_Data,Updated_Review_Count,Updated_Rating
FALSE,TRUE,2,nan,40,4
FALSE,TRUE,2,nan,95,2
FALSE,TRUE,1,"delivery, pickup",188,4.5
FALSE,TRUE,1,"delivery, pickup",53,3.5
FALSE,TRUE,3,delivery,367,4.5
FALSE,TRUE,2,nan,108,4.5
FALSE,TRUE,nan,nan,32,3
FALSE,FALSE,nan,delivery,29,3
FALSE,TRUE,1,delivery,47,4
FALSE,TRUE,2,nan,127,5
TRUE,TRUE,nan,"pickup, delivery",12,4
FALSE,TRUE,nan,"pickup, delivery",21,3.5
FALSE,FALSE,1,"pickup, delivery",44,4
FALSE,TRUE,2,nan,122,3.5
FALSE,TRUE,nan,"pickup, delivery",41,4
FALSE,TRUE,1,nan,87,2
FALSE,TRUE,nan,nan,117,2.5
FALSE,TRUE,nan,nan,100,2
FALSE,TRUE,3,nan,144,3.5
FALSE,TRUE,2,delivery,289,4.5
FALSE,TRUE,1,delivery,118,1.5
FALSE,TRUE,2,delivery,38,4
FALSE,TRUE,1,delivery,130,4
FALSE,TRUE,2,nan,93,4.5
FALSE,TRUE,2,nan,52,4.5
FALSE,TRUE,nan,nan,71,2
FALSE,TRUE,nan,nan,52,4.5
FALSE,TRUE,2,"pickup, delivery",135,4
TRUE,TRUE,3,delivery,680,4
FALSE,TRUE,nan,nan,25,5
FALSE,TRUE,2,delivery,81,4.5
FALSE,TRUE,2,"pickup, delivery",146,3.5
FALSE,TRUE,2,nan,52,3
FALSE,TRUE,nan,nan,10,5
FALSE,TRUE,2,"pickup, delivery",185,4
FALSE,TRUE,1,"pickup, delivery",82,3
FALSE,TRUE,2,"pickup, delivery",160,4
FALSE,TRUE,1,"pickup, delivery",65,3.5
FALSE,TRUE,nan,nan,30,4.5
FALSE,TRUE,2,nan,102,3
FALSE,TRUE,nan,nan,25,3
FALSE,TRUE,1,"pickup, delivery",251,3.5
TRUE,TRUE,3,delivery,188,3
FALSE,FALSE,1,"delivery, pickup",63,2.5
FALSE,TRUE,2,nan,75,4.5
FALSE,TRUE,nan,delivery,39,4.5
FALSE,TRUE,2,delivery,470,4
FALSE,TRUE,2,"delivery, pickup",450,4
FALSE,TRUE,nan,nan,39,2.5
FALSE,TRUE,nan,nan,89,5
FALSE,TRUE,2,delivery,813,4
FALSE,TRUE,2,nan,30,5
FALSE,FALSE,1,nan,47,3.5
FALSE,FALSE,1,nan,80,4
FALSE,TRUE,nan,nan,51,4.5
FALSE,TRUE,2,nan,19,4.5
FALSE,TRUE,2,delivery,526,4.5
FALSE,TRUE,2,"pickup, delivery",505,3.5
FALSE,FALSE,3,nan,14,2.5
FALSE,TRUE,2,nan,73,4.5
FALSE,TRUE,1,nan,33,5
FALSE,TRUE,2,nan,103,4
TRUE,TRUE,2,delivery,42,4
FALSE,TRUE,1,delivery,39,4.5
FALSE,FALSE,nan,nan,11,2.5
TRUE,TRUE,2,nan,49,3.5
FALSE,TRUE,2,"pickup, delivery",135,3.5
FALSE,TRUE,nan,nan,40,5
FALSE,TRUE,2,nan,111,4.5
FALSE,TRUE,2,"delivery, pickup",117,4.5
TRUE,TRUE,2,nan,36,4.5
FALSE,TRUE,1,"pickup, delivery",127,4.5
FALSE,TRUE,nan,delivery,29,4
FALSE,TRUE,nan,nan,179,2.5
TRUE,TRUE,1,nan,99,3.5
FALSE,TRUE,2,delivery,332,3.5
FALSE,TRUE,2,nan,76,4.5
FALSE,FALSE,nan,nan,36,4
FALSE,TRUE,2,"delivery, pickup",50,5
FALSE,TRUE,nan,"pickup, delivery",41,4.5
TRUE,TRUE,1,"pickup, delivery",193,4
FALSE,TRUE,1,nan,275,4
FALSE,TRUE,nan,nan,42,5
FALSE,TRUE,2,"delivery, pickup",315,4.5
FALSE,TRUE,2,delivery,183,4
TRUE,TRUE,nan,nan,99,3.5
FALSE,FALSE,1,delivery,122,3.5
FALSE,TRUE,1,delivery,103,4.5
FALSE,TRUE,nan,nan,43,4.5
FALSE,TRUE,2,"delivery, pickup",139,4.5
FALSE,TRUE,nan,"delivery, pickup",14,4
FALSE,TRUE,nan,nan,22,2
FALSE,TRUE,1,"pickup, delivery",73,4.5
FALSE,TRUE,nan,nan,196,4
FALSE,FALSE,1,"delivery, pickup",127,3.5
TRUE,TRUE,nan,nan,55,2.5
FALSE,TRUE,nan,nan,69,4.5
FALSE,TRUE,1,"pickup, delivery",142,4
TRUE,FALSE,1,delivery,60,4
FALSE,TRUE,2,nan,41,4
FALSE,TRUE,1,nan,26,4.5
FALSE,TRUE,2,nan,60,4.5
FALSE,TRUE,nan,delivery,49,4
FALSE,TRUE,2,"delivery, pickup",170,4
FALSE,TRUE,2,nan,86,4.5
FALSE,TRUE,2,"delivery, pickup",111,4.5
FALSE,TRUE,nan,nan,19,5
FALSE,FALSE,nan,delivery,9,4
FALSE,TRUE,nan,nan,74,5
FALSE,TRUE,1,"pickup, delivery",172,3.5
FALSE,TRUE,2,nan,65,4
FALSE,TRUE,2,nan,117,3.5
FALSE,TRUE,nan,nan,158,4
FALSE,TRUE,nan,"delivery, pickup",35,3.5
FALSE,TRUE,2,nan,92,2.5
FALSE,TRUE,nan,nan,47,2
FALSE,TRUE,nan,nan,79,3
FALSE,TRUE,2,"pickup, delivery",115,4
FALSE,TRUE,2,delivery,75,3.5
FALSE,TRUE,1,"delivery, pickup",29,2.5
FALSE,TRUE,3,"delivery, pickup",568,3
FALSE,TRUE,2,nan,78,4.5
TRUE,TRUE,2,"delivery, pickup",110,3.5
FALSE,TRUE,2,nan,178,4.5
FALSE,TRUE,1,delivery,25,2
TRUE,TRUE,2,delivery,343,4
FALSE,TRUE,nan,nan,439,4.5
FALSE,TRUE,2,delivery,217,3.5
FALSE,TRUE,2,nan,19,3.5
TRUE,TRUE,1,delivery,201,4
FALSE,TRUE,2,"pickup, delivery",30,4.5
FALSE,TRUE,nan,nan,86,3.5
FALSE,TRUE,2,nan,52,3.5
FALSE,TRUE,nan,nan,36,2
FALSE,TRUE,2,"pickup, delivery",153,4
FALSE,TRUE,nan,nan,190,3.5
FALSE,TRUE,3,nan,168,3.5
FALSE,TRUE,1,delivery,72,3.5
FALSE,TRUE,nan,nan,64,4.5
FALSE,TRUE,1,nan,112,4
FALSE,TRUE,2,"pickup, delivery",65,3.5
TRUE,TRUE,2,"delivery, pickup",73,4
FALSE,TRUE,nan,nan,12,3.5
FALSE,TRUE,nan,nan,4,5
FALSE,TRUE,nan,nan,22,4.5
FALSE,TRUE,nan,"delivery, pickup",56,4.5
FALSE,TRUE,2,nan,74,4.5
FALSE,TRUE,nan,nan,131,4.5
FALSE,TRUE,nan,nan,77,5
FALSE,TRUE,nan,"pickup, delivery",48,4.5
FALSE,TRUE,2,nan,23,5
FALSE,TRUE,nan,nan,51,4.5
FALSE,TRUE,2,"delivery, pickup",99,3.5
TRUE,TRUE,1,delivery,510,4
FALSE,TRUE,3,delivery,571,4.5
FALSE,TRUE,nan,nan,184,4.5
FALSE,TRUE,2,"delivery, pickup",141,3
FALSE,TRUE,1,delivery,147,4
FALSE,TRUE,1,delivery,60,4
FALSE,TRUE,1,nan,52,4.5
TRUE,FALSE,2,"pickup, delivery",19,3.5
FALSE,TRUE,nan,nan,57,2.5
FALSE,TRUE,1,"pickup, delivery",45,3.5
FALSE,TRUE,1,"pickup, delivery",152,4
FALSE,FALSE,nan,nan,139,3
FALSE,TRUE,nan,nan,81,4
TRUE,TRUE,1,delivery,352,4.5
FALSE,TRUE,1,"delivery, pickup",213,3
FALSE,TRUE,2,"pickup, delivery",942,4
FALSE,TRUE,2,nan,29,2
FALSE,TRUE,2,pickup,68,4
FALSE,TRUE,2,delivery,416,4.5
FALSE,TRUE,1,delivery,21,3.5
FALSE,TRUE,2,nan,47,5
FALSE,TRUE,2,nan,30,4.5
FALSE,TRUE,2,"pickup, delivery",51,3.5
FALSE,TRUE,nan,nan,73,3
FALSE,TRUE,2,nan,67,4
FALSE,TRUE,2,"pickup, delivery",445,4
FALSE,TRUE,nan,nan,36,4
FALSE,TRUE,2,"delivery, pickup",490,3.5
TRUE,TRUE,1,delivery,95,4.5
FALSE,TRUE,nan,nan,90,3.5
FALSE,TRUE,3,nan,154,4
FALSE,TRUE,2,"pickup, delivery",534,3.5
FALSE,TRUE,2,nan,48,3.5
FALSE,FALSE,nan,"delivery, pickup",21,4.5
FALSE,TRUE,2,delivery,114,5
FALSE,FALSE,2,delivery,137,3.5
FALSE,TRUE,nan,nan,22,5
FALSE,TRUE,1,delivery,111,2
FALSE,TRUE,1,delivery,77,4.5
FALSE,TRUE,3,delivery,260,3.5
FALSE,TRUE,nan,nan,26,3
FALSE,TRUE,nan,nan,63,5
nan,nan,nan,nan,nan,nan
FALSE,TRUE,nan,nan,155,5
FALSE,TRUE,nan,nan,44,3.5
FALSE,TRUE,nan,nan,108,1.5
FALSE,TRUE,2,nan,140,4
FALSE,TRUE,2,delivery,80,4.5
FALSE,TRUE,nan,nan,51,4
FALSE,TRUE,2,"delivery, pickup",244,3.5
FALSE,TRUE,nan,"delivery, pickup",21,4.5
FALSE,TRUE,2,delivery,59,4
FALSE,TRUE,nan,nan,44,4.5
FALSE,TRUE,1,"pickup, delivery",65,4
FALSE,TRUE,3,nan,128,4.5
FALSE,TRUE,2,nan,138,4
FALSE,TRUE,nan,nan,83,5
FALSE,TRUE,nan,"delivery, pickup",19,5
FALSE,TRUE,nan,"pickup, delivery",34,4
FALSE,TRUE,2,delivery,186,4
TRUE,TRUE,nan,nan,77,3
FALSE,TRUE,1,"delivery, pickup",94,4.5
FALSE,TRUE,1,delivery,94,1.5
FALSE,TRUE,2,nan,34,4
FALSE,TRUE,3,nan,64,3
FALSE,TRUE,nan,"pickup, delivery",40,4.5
FALSE,TRUE,1,"delivery, pickup",70,4
FALSE,TRUE,2,nan,41,4.5
FALSE,TRUE,1,"pickup, delivery",105,3.5
FALSE,TRUE,2,"pickup, delivery",75,4
FALSE,TRUE,2,nan,288,4
FALSE,TRUE,1,nan,45,4.5
FALSE,TRUE,1,delivery,45,2.5
FALSE,TRUE,2,nan,33,4
FALSE,TRUE,2,"pickup, delivery",89,3
FALSE,TRUE,nan,nan,61,4
FALSE,TRUE,2,nan,58,2.5
FALSE,TRUE,2,nan,30,5
FALSE,TRUE,nan,nan,27,3
FALSE,FALSE,2,nan,107,4.5
FALSE,TRUE,3,nan,39,4.5
FALSE,TRUE,2,nan,78,4.5
FALSE,TRUE,1,nan,73,4.5
FALSE,TRUE,2,delivery,71,4.5
FALSE,TRUE,3,nan,45,2.5
FALSE,TRUE,nan,nan,28,2.5
FALSE,TRUE,1,delivery,110,4.5
FALSE,TRUE,2,nan,95,4
FALSE,TRUE,2,"pickup, delivery",286,3.5
FALSE,FALSE,2,nan,55,3
FALSE,TRUE,nan,nan,16,5
FALSE,TRUE,nan,nan,68,5
FALSE,TRUE,nan,"delivery, pickup",82,4.5
FALSE,TRUE,nan,nan,24,3
TRUE,TRUE,nan,nan,53,3.5
TRUE,TRUE,3,delivery,558,3.5
FALSE,TRUE,1,nan,16,4.5
FALSE,TRUE,nan,nan,19,4.5
FALSE,TRUE,nan,nan,516,2.5
FALSE,TRUE,nan,nan,33,4
FALSE,TRUE,2,"delivery, pickup",76,3
TRUE,TRUE,nan,nan,5,3.5
FALSE,TRUE,2,nan,71,4
FALSE,TRUE,1,nan,62,3.5
FALSE,TRUE,nan,nan,17,3
FALSE,TRUE,2,nan,26,5
FALSE,TRUE,2,"pickup, delivery",476,3.5
TRUE,TRUE,2,nan,46,3
FALSE,TRUE,nan,nan,14,5
FALSE,TRUE,nan,nan,24,4
FALSE,FALSE,1,nan,75,4
FALSE,TRUE,2,nan,26,3
FALSE,TRUE,1,delivery,250,4
FALSE,TRUE,1,"pickup, delivery",40,2.5
FALSE,TRUE,nan,nan,235,1
FALSE,TRUE,nan,nan,311,5
FALSE,TRUE,2,nan,132,4
FALSE,TRUE,2,"delivery, pickup",254,4
FALSE,TRUE,2,pickup,38,2.5
FALSE,TRUE,2,nan,26,2
FALSE,TRUE,2,delivery,539,4.5
FALSE,TRUE,nan,"pickup, delivery",8,3
FALSE,FALSE,1,nan,22,4
FALSE,TRUE,2,delivery,360,4
FALSE,FALSE,1,delivery,40,4
FALSE,TRUE,2,nan,119,4.5
FALSE,TRUE,nan,nan,23,4
FALSE,TRUE,nan,nan,372,5
FALSE,TRUE,1,delivery,157,4.5
FALSE,TRUE,2,nan,44,2.5
FALSE,TRUE,2,nan,85,4.5
FALSE,FALSE,nan,"delivery, pickup",53,5
FALSE,TRUE,2,nan,48,5
FALSE,TRUE,2,"delivery, pickup, restaurant_reservation",304,3
FALSE,TRUE,nan,nan,24,5
FALSE,TRUE,nan,nan,22,3.5
FALSE,TRUE,2,nan,84,5
FALSE,FALSE,nan,nan,122,4.5
FALSE,TRUE,1,"delivery, pickup",49,3
FALSE,TRUE,2,delivery,585,4
FALSE,TRUE,1,delivery,52,4.5
FALSE,TRUE,nan,nan,32,5
FALSE,TRUE,1,"pickup, delivery",162,2
FALSE,TRUE,2,"delivery, pickup",323,4
FALSE,TRUE,2,"delivery, pickup",97,4
FALSE,TRUE,2,delivery,297,2.5
FALSE,TRUE,nan,nan,112,3
FALSE,TRUE,3,nan,92,4.5
FALSE,TRUE,2,"pickup, delivery",179,3
FALSE,TRUE,2,delivery,1781,4.5
FALSE,TRUE,2,"pickup, delivery",78,4.5
FALSE,TRUE,1,"delivery, pickup",83,3
FALSE,TRUE,2,delivery,50,3.5
FALSE,TRUE,nan,nan,28,4.5
FALSE,TRUE,1,"delivery, pickup",96,4
FALSE,TRUE,1,"pickup, delivery",83,3.5
FALSE,TRUE,2,"pickup, delivery",122,3
FALSE,TRUE,2,delivery,256,4
FALSE,TRUE,1,delivery,117,2.5
FALSE,TRUE,4,nan,45,4
FALSE,TRUE,2,"delivery, pickup",86,4.5
FALSE,TRUE,1,"delivery, pickup",165,2.5
FALSE,TRUE,2,nan,79,3
FALSE,TRUE,2,delivery,222,4.5
FALSE,TRUE,3,nan,71,2.5
FALSE,TRUE,nan,"pickup, delivery",94,3.5
FALSE,TRUE,nan,"delivery, pickup",61,4.5
FALSE,TRUE,nan,nan,13,5
FALSE,TRUE,2,"pickup, delivery",131,4
FALSE,TRUE,3,nan,77,4.5
FALSE,TRUE,2,nan,16,4
FALSE,TRUE,1,delivery,79,3.5
FALSE,FALSE,2,nan,34,2
FALSE,TRUE,2,delivery,136,4.5
FALSE,TRUE,2,nan,126,3
FALSE,TRUE,1,"delivery, pickup",262,4.5
FALSE,TRUE,nan,nan,15,1.5
FALSE,TRUE,2,delivery,224,4
FALSE,TRUE,2,nan,59,4.5
FALSE,TRUE,nan,nan,37,4.5
FALSE,TRUE,2,nan,119,2
FALSE,FALSE,nan,nan,68,1.5
FALSE,TRUE,nan,nan,37,2.5
TRUE,TRUE,2,delivery,351,4
FALSE,TRUE,1,"delivery, pickup",124,4
FALSE,TRUE,1,nan,42,3
FALSE,TRUE,2,delivery,231,2.5
FALSE,TRUE,3,delivery,306,4.5
FALSE,TRUE,1,"delivery, pickup",424,4
FALSE,TRUE,2,"pickup, delivery, restaurant_reservation",572,4
FALSE,TRUE,nan,nan,74,4.5
FALSE,TRUE,2,nan,80,4
FALSE,FALSE,nan,nan,15,3
FALSE,TRUE,2,"pickup, delivery",469,4
FALSE,TRUE,2,nan,56,4.5
FALSE,TRUE,nan,"delivery, pickup",19,4
FALSE,TRUE,4,nan,57,3
FALSE,TRUE,nan,nan,21,5
FALSE,TRUE,2,"delivery, pickup",135,4
FALSE,TRUE,3,nan,60,3
FALSE,FALSE,1,"delivery, pickup",184,3.5
FALSE,TRUE,3,nan,246,3.5
FALSE,TRUE,nan,nan,21,4.5
FALSE,TRUE,nan,nan,243,1.5
FALSE,TRUE,1,delivery,43,5
FALSE,TRUE,2,delivery,647,4
FALSE,TRUE,2,delivery,81,3.5
FALSE,TRUE,2,delivery,149,4
FALSE,TRUE,2,nan,143,4.5
FALSE,TRUE,2,nan,126,4
FALSE,TRUE,1,"delivery, pickup",69,3.5
FALSE,TRUE,nan,nan,195,3
FALSE,TRUE,nan,nan,19,5
FALSE,TRUE,nan,nan,343,5
FALSE,TRUE,2,delivery,73,4
FALSE,TRUE,nan,nan,52,1
FALSE,FALSE,1,nan,111,4.5
TRUE,TRUE,2,"pickup, delivery",179,3
FALSE,TRUE,2,nan,53,4
FALSE,TRUE,2,"delivery, pickup",684,4
FALSE,TRUE,2,nan,464,4
FALSE,TRUE,2,"delivery, pickup",444,4
FALSE,TRUE,1,nan,161,3
FALSE,TRUE,1,"delivery, pickup",51,4
TRUE,FALSE,1,delivery,17,3
FALSE,TRUE,2,"pickup, delivery",751,3.5
FALSE,TRUE,nan,nan,38,1.5
FALSE,FALSE,2,delivery,81,4.5
FALSE,TRUE,nan,nan,6,5
FALSE,TRUE,2,"pickup, delivery",822,4
FALSE,TRUE,2,"pickup, delivery",307,3
TRUE,TRUE,nan,nan,17,4.5
FALSE,TRUE,nan,"pickup, delivery",61,4.5
FALSE,TRUE,nan,nan,179,4
FALSE,TRUE,1,delivery,83,4.5
FALSE,FALSE,1,nan,31,2.5
FALSE,TRUE,nan,"delivery, pickup",63,4
FALSE,TRUE,2,delivery,57,4.5
FALSE,TRUE,nan,nan,91,4.5
FALSE,TRUE,2,nan,48,4.5
FALSE,TRUE,2,delivery,433,3.5
FALSE,TRUE,nan,delivery,41,5
TRUE,TRUE,2,nan,32,4
TRUE,FALSE,1,delivery,38,4.5
FALSE,TRUE,2,"delivery, pickup",116,4
FALSE,TRUE,2,"delivery, pickup",769,4
FALSE,TRUE,1,delivery,54,3
FALSE,TRUE,nan,nan,17,5
FALSE,TRUE,2,"delivery, pickup",197,3.5
FALSE,TRUE,1,delivery,76,3.5
TRUE,TRUE,3,nan,118,2.5
FALSE,TRUE,2,delivery,421,4
FALSE,TRUE,nan,nan,68,2
TRUE,TRUE,1,"pickup, delivery",480,4
FALSE,TRUE,1,delivery,23,4.5
FALSE,TRUE,1,"delivery, pickup",30,3.5
TRUE,TRUE,2,delivery,143,4
FALSE,TRUE,2,delivery,120,4.5
FALSE,TRUE,nan,nan,23,5
FALSE,TRUE,1,"delivery, pickup",92,2
FALSE,TRUE,nan,nan,33,3.5
FALSE,TRUE,nan,nan,70,4.5
FALSE,TRUE,nan,nan,72,4
FALSE,TRUE,nan,nan,40,1.5
FALSE,TRUE,2,nan,97,5
FALSE,TRUE,2,"delivery, pickup",122,4
FALSE,TRUE,2,"pickup, delivery",77,2
FALSE,TRUE,nan,nan,73,4
FALSE,TRUE,1,delivery,95,4.5
FALSE,TRUE,2,nan,53,3.5
FALSE,TRUE,nan,nan,65,3.5
FALSE,FALSE,2,nan,209,3
TRUE,TRUE,4,delivery,302,4
FALSE,TRUE,nan,nan,22,4.5
FALSE,TRUE,1,"pickup, delivery",55,4.5
FALSE,TRUE,2,delivery,436,4.5
FALSE,TRUE,nan,nan,35,3
FALSE,TRUE,2,nan,175,4.5
FALSE,TRUE,nan,nan,11,5
FALSE,TRUE,3,delivery,942,3.5
FALSE,TRUE,3,"delivery, pickup, restaurant_reservation",549,4
FALSE,TRUE,1,"delivery, pickup",73,3
FALSE,TRUE,nan,nan,20,4.5
FALSE,FALSE,nan,delivery,12,4
FALSE,TRUE,nan,"delivery, pickup",21,3.5
TRUE,TRUE,2,delivery,338,3.5
FALSE,TRUE,1,"pickup, delivery",337,3
FALSE,TRUE,1,delivery,297,4.5
FALSE,TRUE,2,"delivery, pickup",391,3
FALSE,TRUE,4,nan,173,4
FALSE,TRUE,nan,nan,52,4
FALSE,TRUE,2,delivery,213,3
TRUE,TRUE,2,delivery,74,2.5
FALSE,TRUE,1,"pickup, delivery",90,5
FALSE,TRUE,nan,nan,326,2.5
FALSE,TRUE,nan,nan,60,3
FALSE,TRUE,2,delivery,80,3.5
FALSE,TRUE,1,delivery,63,4.5
FALSE,TRUE,nan,nan,205,4.5
FALSE,TRUE,nan,nan,49,3
FALSE,TRUE,nan,nan,94,4
FALSE,TRUE,nan,delivery,20,3.5
FALSE,TRUE,2,delivery,236,4
TRUE,TRUE,2,"delivery, pickup",66,4
FALSE,FALSE,nan,nan,92,4.5
FALSE,TRUE,1,delivery,208,4
FALSE,TRUE,2,"delivery, pickup",353,3
FALSE,TRUE,nan,nan,63,4.5
FALSE,TRUE,2,nan,44,4
FALSE,TRUE,4,nan,102,4
FALSE,TRUE,nan,nan,86,3
FALSE,TRUE,2,"pickup, delivery",280,4.5
TRUE,TRUE,2,delivery,396,4
FALSE,TRUE,nan,nan,541,3
FALSE,FALSE,1,nan,232,4.5
nan,nan,nan,nan,nan,nan
FALSE,FALSE,nan,nan,23,1.5
TRUE,TRUE,2,delivery,66,4
FALSE,TRUE,2,delivery,128,4
FALSE,FALSE,nan,nan,21,4.5
FALSE,TRUE,2,"delivery, pickup",708,4.5
FALSE,TRUE,2,nan,90,2.5
FALSE,TRUE,2,nan,193,2.5
FALSE,TRUE,1,"delivery, pickup",93,2.5
TRUE,TRUE,1,"pickup, delivery",71,4
FALSE,FALSE,1,delivery,67,4
FALSE,FALSE,1,nan,39,3.5
FALSE,TRUE,2,delivery,373,3
FALSE,TRUE,2,"delivery, pickup",195,3
FALSE,TRUE,2,"pickup, delivery",330,4
FALSE,TRUE,1,delivery,119,3.5
TRUE,TRUE,2,delivery,166,3
